style,new_filename,artist_group,in_train,title,source,size_bytes,pixelsy,pixelsx,genre,date,artist
Realism,23209.jpg,train_and_test,True,Self-portrait in Paris,wikiart,9332744.0,4716.0,3906.0,self-portrait,1891,Ferdinand Hodler
Realism,100829.jpg,train_and_test,True,The pastor,wikiart,11552440.0,5004.0,3672.0,portrait,1879,Ferdinand Hodler
Impressionism,95360.jpg,train_and_test,True,Interior (The Rape),wikiart,1824204.0,3349.0,5382.0,interior,1869,Edgar Degas
Realism,48930.jpg,train_and_test,False,The chestnut trees,wikiart,11549531.0,5202.0,3402.0,landscape,1889,Ferdinand Hodler
Romanticism,3732.jpg,train_and_test,True,In the Bay of Naples,wikiart,3930753.0,4848.0,3576.0,genre painting,,Franz Richard Unterberger
Romanticism,62387.jpg,train_and_test,True,Rustic life ,wikiart,3426936.0,4266.0,3999.0,genre painting,1887.0,Akseli Gallen-Kallela
Romanticism,22404.jpg,train_only,True,Portrait of a young lady,wikiart,3681084.0,4683.0,3618.0,portrait,1906,Alfred Stevens
Romanticism,41164.jpg,train_and_test,True,"A Minatarre or Big bellied indian, plate 17 from Volume 2 of 'Travels in the Interior of North America'",wikiart,3824113.0,4731.0,3528.0,portrait,1843,Karl Bodmer
Realism,88558.jpg,train_and_test,True,The Reaper,wikiart,9760913.0,3180.0,5166.0,genre painting,c.1878,Ferdinand Hodler
Impressionism,49757.jpg,train_and_test,True,"The Manneport, Rock Arch West of Etretat",wikiart,4873803.0,3611.0,4540.0,landscape,1883,Claude Monet
Romanticism,45523.jpg,train_and_test,True,A morning in Interlaken,wikiart,11564302.0,3408.0,4806.0,landscape,1875,Ferdinand Hodler
Realism,17680.jpg,train_and_test,True,Portraits ,wikiart,4644714.0,4839.0,3380.0,portrait,,Thomas Eakins
Romanticism,62013.jpg,train_and_test,True,"The Interior of a Hut of a Mandan Chief, plate 19 from Volume 2 of 'Travels in the Interior of North America'",wikiart,3468976.0,3392.0,4811.0,interior,1844,Karl Bodmer
Realism,47501.jpg,train_and_test,True,Landscape at the Jonction at Geneva,wikiart,9386018.0,3384.0,4812.0,landscape,1878,Ferdinand Hodler
Romanticism,95342.jpg,train_and_test,True,"Buffalo-Dance of the Mandan Indians in front of their Medicine Lodge in Mih-Tutta-Hankush, plate 18 from Volume 2 of 'Travels in the Interior of North America'",wikiart,4055351.0,3360.0,4811.0,genre painting,1843,Karl Bodmer
Impressionism,53841.jpg,train_and_test,True,Rodez,wikiart,8730590.0,3600.0,4464.0,cityscape,c.1923,Paul Signac
Romanticism,99889.jpg,train_and_test,True,"Wahk-Ta-Ge-Li, a Sioux Warrior, plate 8 from Volume 2 of 'Travels in the Interior of North America'",wikiart,3700164.0,4755.0,3376.0,portrait,1844,Karl Bodmer
Realism,1589.jpg,train_and_test,False,Spanish landscape,wikiart,10259213.0,4260.0,3756.0,landscape,1878,Ferdinand Hodler
Realism,20616.jpg,train_and_test,False,Olive trees in Spain,wikiart,9504538.0,3516.0,4488.0,landscape,1878,Ferdinand Hodler
Realism,86917.jpg,train_and_test,True,Portraits ,wikiart,3537065.0,4792.0,3284.0,portrait,,Thomas Eakins
Realism,5303.jpg,train_and_test,True,Lady in Blue. Portrait of the Artist Yelizaveta Martynova,wikiart,5335481.0,4000.0,3929.0,portrait,1900,Konstantin Somov
Romanticism,50480.jpg,train_and_test,True,"A Missouri Indian, an Oto Indian and the Chief of the Puncas, plate 7 from 'Travels in the Interior of North America'",wikiart,2790279.0,3528.0,4410.0,portrait,1844,Karl Bodmer
Romanticism,39644.jpg,train_and_test,True,View of Bad Gastein,wikiart,10202901.0,4572.0,3342.0,landscape,1888,Rudolf von Alt
Romanticism,101078.jpg,train_and_test,True,At the Jonction,wikiart,9527119.0,3246.0,4704.0,landscape,c.1880,Ferdinand Hodler
Realism,49829.jpg,train_and_test,True,The Courtship,wikiart,2691926.0,3528.0,4320.0,genre painting,1876,Thomas Eakins
Impressionism,85018.jpg,train_and_test,False,Sitting Girl,wikiart,8423735.0,3396.0,4476.0,sketch and study,1917,Pierre-Auguste Renoir
Realism,97649.jpg,train_and_test,True,Girls in henhouse,wikiart,9934174.0,4632.0,3276.0,genre painting,1897,Koloman Moser
Romanticism,46316.jpg,train_and_test,True,"Encampment of the Piekann Indians, plate 43 from Volume 2 of 'Travels in the Interior of North America'",wikiart,3213039.0,3288.0,4562.0,genre painting,1844,Karl Bodmer
Impressionism,81912.jpg,train_and_test,True,The Look at Montauban in rain,wikiart,8710775.0,3348.0,4470.0,landscape,c.1922,Paul Signac
Impressionism,17146.jpg,train_and_test,True,Prayer in the Saint Pierre Cathedral in Geneva,wikiart,9477034.0,4548.0,3240.0,genre painting,1882,Ferdinand Hodler
Realism,31655.jpg,train_and_test,True,Portraits ,wikiart,2615324.0,4784.0,3061.0,portrait,,Thomas Eakins
Romanticism,44054.jpg,train_and_test,True,"Noapeh, an Assiniboin Indian and Psihdja-Sahpa, a Yanktonan Indian, plate 12 from Volume 2 of 'Travels in the Interior of North America'",wikiart,3096063.0,3384.0,4322.0,portrait,1844,Karl Bodmer
Romanticism,49235.jpg,train_and_test,False,View of the Ducal Palace in Venice,wikiart,9717534.0,3438.0,4248.0,cityscape,1874,Rudolf von Alt
Romanticism,79781.jpg,train_and_test,True,"Pehriska-Ruhpa, Minatarre Warrior in the Costume of the Dog Dance, plate 23 from Volume 2 of 'Travels in the Interior of North America'",wikiart,3682091.0,4466.0,3256.0,genre painting,1844,Karl Bodmer
Impressionism,66594.jpg,train_and_test,False,Seamstress,wikiart,9468048.0,4284.0,3384.0,genre painting,1885,Ferdinand Hodler
Romanticism,82310.jpg,train_and_test,True,The Duke of Wellington,wikiart,4770134.0,4226.0,3406.0,portrait,1814,Francisco Goya
Romanticism,39533.jpg,train_and_test,True,Reading the Will ,wikipedia,7374950.0,3042.0,4692.0,genre painting,1821,David Wilkie
Romanticism,95359.jpg,train_and_test,True,Mandan indians,wikiart,3882309.0,4194.0,3392.0,portrait,1843,Karl Bodmer
Impressionism,5241.jpg,train_and_test,True,Girl with Peaches ,wikiart,7852273.0,4000.0,3555.0,portrait,1887.0,Valentin Serov
Realism,3965.jpg,train_and_test,False,At the foot of the Salève,wikiart,10692967.0,3036.0,4680.0,landscape,1890,Ferdinand Hodler
Romanticism,25503.jpg,train_and_test,True,Louis Antoine de Saint Just,wikiart,1242179.0,4387.0,3212.0,portrait,1793,Pierre-Paul Prud'hon
Romanticism,89279.jpg,train_and_test,True,"Chief of the Blood Indians, War Chief of the Piekann Indians and a Koutani Indian, plate 46 from Volume 2 of 'Travels in the Interior of North America'",wikiart,3165793.0,3240.0,4338.0,portrait,1844,Karl Bodmer
Realism,55948.jpg,train_and_test,True,The fresh cavalier,wikiart,8840575.0,4000.0,3509.0,genre painting,1846,Pavel Fedotov
Realism,8362.jpg,train_and_test,True,Christ in the Wilderness,wikiart,8634732.0,3507.0,4000.0,religious painting,1872,Ivan Kramskoy
Realism,9348.jpg,train_and_test,True,L'Internationale  ,wikiart,2782783.0,4320.0,3240.0,illustration,1895.0,Theophile Steinlen
Romanticism,25251.jpg,train_and_test,True,The Subsiding of the Waters of the Deluge,wikiart,4728256.0,3240.0,4320.0,landscape,1829,Thomas Cole
Impressionism,8943.jpg,train_and_test,True,Samoëns,wikiart,8639906.0,3258.0,4296.0,cityscape,c.1882,Ferdinand Hodler
Romanticism,35557.jpg,train_and_test,True,The St. Stephen's Cathedral in Vienna,wikiart,9442520.0,4818.0,2880.0,cityscape,1847,Rudolf von Alt
Realism,17862.jpg,train_and_test,True,Pastures at the Jonction at Geneva,wikiart,8279676.0,3378.0,4104.0,landscape,1878,Ferdinand Hodler
Realism,40855.jpg,train_and_test,True,Portraits ,wikiart,4040248.0,4841.0,2863.0,portrait,,Thomas Eakins
Realism,393.jpg,train_and_test,True,The Blower,wikiart,3300702.0,4665.0,2965.0,portrait,,Nicolae Grigorescu
Romanticism,19040.jpg,train_and_test,False,Portrait of Alexander Pushkin ,wikiart,10862180.0,4000.0,3455.0,portrait,1827,Orest Kiprensky
Romanticism,1049.jpg,train_only,True,Purrumbete from across the lake ,wikiart,3375727.0,2862.0,4793.0,landscape,1858.0,Eugene von Guerard
Realism,254.jpg,train_and_test,True,The widow,wikiart,2188854.0,4392.0,3101.0,portrait,,Anders Zorn
Impressionism,22289.jpg,train_and_test,False,The banks of the Loing Moret,wikiart,7207696.0,3042.0,4476.0,landscape,1885,Alfred Sisley
Impressionism,8250.jpg,train_and_test,True,Le Havre with rain clouds,wikiart,7731924.0,3036.0,4482.0,cityscape,1922,Paul Signac
Romanticism,47312.jpg,train_and_test,True,The main square in Bratislava,wikiart,9044942.0,3204.0,4236.0,cityscape,1843,Rudolf von Alt
Romanticism,32252.jpg,train_and_test,True,View of Ragusa,wikiart,6971764.0,3276.0,4122.0,landscape,1841,Rudolf von Alt
Romanticism,81776.jpg,train_and_test,True,"Woman of the Snake tribe and woman of the Cree tribe, plate 33  from Volume 1 of 'Travels in the Interior of North America'",wikiart,2610544.0,3240.0,4162.0,portrait,1832,Karl Bodmer
Romanticism,25480.jpg,train_and_test,True,Interior in Palace Windischgratz in the race in Vienna,wikiart,8415204.0,3174.0,4242.0,interior,1848,Rudolf von Alt
Romanticism,56338.jpg,train_and_test,True,The iron foundry in Kitschelt Skodagasse in Vienna,wikiart,9360592.0,3174.0,4242.0,cityscape,1903,Rudolf von Alt
Impressionism,99956.jpg,train_and_test,True,Seated bearded man,wikiart,8758806.0,4536.0,2964.0,portrait,1884,Ferdinand Hodler
Romanticism,85839.jpg,train_and_test,True,"A Mandan village, plate 16 from Volume 1 of 'Travels in the Interior of North America'",wikiart,2973213.0,3280.0,4090.0,landscape,1843,Karl Bodmer
Romanticism,30031.jpg,train_and_test,True,Count Casimir Batthyány in his saloon at Castle Siklós,wikiart,9332308.0,3174.0,4224.0,genre painting,1844,Rudolf von Alt
Romanticism,28530.jpg,train_and_test,True,"Funeral Scaffold of a Sioux Chief near Fort Pierre, plate 11 from Volume 2 of 'Travels in the Interior of North America'",wikiart,3224183.0,3344.0,3986.0,genre painting,1844,Karl Bodmer
Romanticism,16339.jpg,train_and_test,False,The Pia of Tolomei,wikiart,8741918.0,3426.0,3882.0,literary painting,1880,Dante Gabriel Rossetti
Romanticism,47838.jpg,train_and_test,True,View of Klosterneuburg,wikiart,8833470.0,3690.0,3600.0,cityscape,1890,Rudolf von Alt
Romanticism,38694.jpg,train_and_test,True,The courtyard of the Doge's Palace in Venice,wikiart,9216608.0,3132.0,4230.0,cityscape,1867,Rudolf von Alt
Romanticism,23382.jpg,train_and_test,True,A portrait of a young girl ,wikiart,1910217.0,4041.0,3278.0,portrait,1889.0,Leon Bonnat
Realism,38172.jpg,train_and_test,False,At the Piano,wikiart,3996662.0,4017.0,3290.0,genre painting,c.1871,Thomas Eakins
Romanticism,186.jpg,train_and_test,True,Lake Traun,wikiart,7063983.0,3258.0,4056.0,landscape,1840,Rudolf von Alt
Romanticism,40401.jpg,train_and_test,True,Study of a Dapple Grey,wikiart,3591444.0,3287.0,4019.0,animal painting,1824,Theodore Gericault
Realism,57598.jpg,train_and_test,True,Sunset at the seashore,wikiart,1844683.0,2924.0,4504.0,landscape,,Konstantinos Volanakis
Realism,73905.jpg,train_and_test,False,Battle scenes,wikiart,6486290.0,2640.0,4986.0,sketch and study,c.1896,Ferdinand Hodler
Romanticism,88229.jpg,train_and_test,False,"Dr. Washington Epps, My Doctor",wikiart,2562976.0,3884.0,3383.0,portrait,1885,Sir Lawrence Alma-Tadema
Romanticism,50103.jpg,train_and_test,True,The Town Hall in Mödling,wikiart,7830740.0,3102.0,4224.0,cityscape,1842,Rudolf von Alt
Impressionism,93353.jpg,train_and_test,True,At the Beach in Nice,wikiart,693550.0,2907.0,4480.0,genre painting,1882,Berthe Morisot
Realism,26366.jpg,train_and_test,True,The Garden Arbor,wikiart,1991857.0,3079.0,4224.0,illustration,1880,Fyodor Bronnikov
Romanticism,28188.jpg,train_and_test,True,The Basilica of Santa Maria Maggiore in Rome,wikiart,7209113.0,3198.0,4062.0,cityscape,1837,Rudolf von Alt
Realism,77220.jpg,train_and_test,True,Model at rest ,wikiart,478314.0,3849.0,3352.0,sketch and study,,Theophile Steinlen
Romanticism,4771.jpg,train_and_test,True,Portrait of Alexander Chelishchev,wikiart,4791295.0,4000.0,3218.0,portrait,c.1809,Orest Kiprensky
Impressionism,95477.jpg,train_and_test,True,Saint Paul de Vence,wikiart,6325370.0,2856.0,4506.0,landscape,c.1921,Paul Signac
Romanticism,97187.jpg,train_and_test,True,View from the Monastery of Sant 'Onofrio in Rome,wikiart,8610981.0,3036.0,4236.0,cityscape,1835,Rudolf von Alt
Romanticism,31199.jpg,train_and_test,True,Motif from Goisern,wikiart,8963868.0,3036.0,4230.0,genre painting,1903,Rudolf von Alt
Romanticism,55370.jpg,train_and_test,False,Scalp dance of the Minatarres,wikiart,2587021.0,3156.0,4064.0,genre painting,1843,Karl Bodmer
Romanticism,50355.jpg,train_and_test,True,View of Passau,wikiart,8411601.0,3018.0,4242.0,panorama,1864,Rudolf von Alt
Impressionism,71149.jpg,train_and_test,True,Columbus in Prison,wikipedia,1998595.0,3148.0,4051.0,genre painting,,Thomas Eakins
Realism,21812.jpg,train_and_test,True,"Group of Actors at Mid Body, the Former French Comedy",wikiart,2065473.0,2736.0,4656.0,genre painting,1865,Honore Daumier
Romanticism,73658.jpg,train_and_test,False,Storm on Lake Garda,wikiart,8705058.0,3006.0,4236.0,landscape,1839,Rudolf von Alt
Romanticism,27639.jpg,train_and_test,True,Portrait of K.G.Ravich,wikiart,8333721.0,4000.0,3174.0,portrait,1823,Vasily Tropinin
Realism,70892.jpg,train_and_test,True,The Honorable John A. Thorton ,wikiart,4909575.0,3912.0,3245.0,portrait,1903,Thomas Eakins
Realism,5217.jpg,train_and_test,False,The Broken Pitcher,wikiart,1933409.0,4500.0,2818.0,portrait,1891,William-Adolphe Bouguereau
Romanticism,17940.jpg,train_and_test,False,Altausseersee with Trisselwand,wikiart,7696428.0,2988.0,4236.0,landscape,1839,Rudolf von Alt
Realism,79050.jpg,train_and_test,False,Portrait of Miss Mary Perkins  ,wikipedia,4309139.0,3996.0,3155.0,portrait,c.1902,Thomas Eakins
Romanticism,49766.jpg,train_and_test,True,A corroboree of natives in Mills Plains ,wikiart,4850983.0,3134.0,4001.0,genre painting,1832.0,John Glover
Realism,75881.jpg,train_and_test,True,"High Cliff, Coast of Maine",wikiart,3613132.0,3143.0,3983.0,landscape,1894,Winslow Homer
Realism,71922.jpg,train_and_test,True,The Forest Clearing,wikiart,2687846.0,2880.0,4316.0,landscape,1896.0,Ivan Shishkin
Realism,28789.jpg,train_and_test,True,The Major's Marriage Proposal ,wikiart,6833375.0,3103.0,4000.0,genre painting,1851,Pavel Fedotov
Romanticism,78023.jpg,train_and_test,True,The parish church in Ofen,wikiart,7581105.0,2922.0,4242.0,cityscape,c.1845,Rudolf von Alt
Romanticism,73615.jpg,train_and_test,False,Hallstatt,wikiart,7518081.0,3018.0,4098.0,landscape,1845,Rudolf von Alt
Realism,72083.jpg,train_and_test,True,Portrait of Louise Delphine Duchosal,wikiart,7577641.0,3846.0,3204.0,portrait,1885,Ferdinand Hodler
Realism,70088.jpg,train_and_test,True,La Mort de Jesus  ,wikiart,1316837.0,4082.0,3010.0,illustration,1894.0,Theophile Steinlen
Romanticism,36027.jpg,train_only,True,Elegant at Billiards,wikiart,3899755.0,4336.0,2832.0,genre painting,1906,Alfred Stevens
Impressionism,35919.jpg,train_and_test,False,Apple Trees in Bloom,wikiart,3146250.0,2706.0,4500.0,landscape,1873,Claude Monet
Realism,3920.jpg,train_and_test,False,Two elegant women,wikiart,542358.0,3900.0,3103.0,sketch and study,,Theophile Steinlen
Realism,67954.jpg,train_and_test,False,The Intermission,wikiart,2046309.0,3040.0,3945.0,genre painting,,Honore Daumier
Impressionism,37664.jpg,train_and_test,False,The fisherman,wikiart,7092761.0,2964.0,4044.0,genre painting,c.1879,Ferdinand Hodler
Romanticism,13273.jpg,train_and_test,True,Danse de fiançailles detail,wikiart,5932606.0,3998.0,2998.0,design,1885.0,Luc-Olivier Merson
Romanticism,84515.jpg,train_and_test,True,View of Böckstein and the entrance to Anlauftal,wikiart,8209823.0,2820.0,4248.0,landscape,1875,Rudolf von Alt
Romanticism,27205.jpg,train_and_test,True,The Imperial Palace Livadia in the Crimea,wikiart,7463882.0,2814.0,4248.0,landscape,1863,Rudolf von Alt
Realism,60161.jpg,train_and_test,True,"Rome, Castle Sant Angelo",wikiart,1549017.0,2570.0,4646.0,cityscape,c.1827,Camille Corot
Romanticism,70005.jpg,train_and_test,True,"Mato-Tope, Adorned with the Insignia of his Warlike Deeds, plate 14 from Volume 2 of 'Travels in the Interior of North America'",wikiart,2525022.0,4058.0,2928.0,portrait,1843,Karl Bodmer
Impressionism,44296.jpg,train_and_test,False,New England Headlands,wikiart,3761844.0,3450.0,3444.0,landscape,1889,Childe Hassam
Romanticism,7224.jpg,train_and_test,True,Via Appia at Sunset ,wikiart,6482217.0,2961.0,4000.0,landscape,1845,Alexander Ivanov
Impressionism,41682.jpg,train_and_test,True,"Poppy Field, Argenteuil",wikiart,2994688.0,2961.0,4000.0,landscape,1875,Claude Monet
Impressionism,37256.jpg,train_and_test,True,Gardener's House at Antibes,wikiart,3973914.0,2897.0,4075.0,landscape,1888,Claude Monet
Impressionism,54668.jpg,train_only,True,A Lady from Naples,wikiart,1898410.0,3872.0,3048.0,portrait,,Giuseppe de Nittis
Realism,94592.jpg,train_and_test,True,Legs of a Seated Model,wikipedia,2995784.0,3950.0,2975.0,sketch and study,,Thomas Eakins
Realism,67798.jpg,train_and_test,True,In the Fields. Spring,wikiart,8925318.0,2927.0,4000.0,genre painting,,Alexey Venetsianov
Romanticism,75073.jpg,test_only,False,"Take your Son, Sir",wikiart,4699430.0,4684.0,2492.0,genre painting,,Ford Madox Brown
Realism,102940.jpg,train_and_test,True,What is Truth. Christ and Pilate,wikiart,8485060.0,4000.0,2915.0,religious painting,1890,Nikolai Ge
Romanticism,99285.jpg,train_and_test,True,View from the chapel Rosalie,wikiart,5588153.0,3018.0,3858.0,landscape,1837,Rudolf von Alt
Romanticism,64419.jpg,train_and_test,True,"The Travellers Meeting with Minatarre Indians near Fort Clark, plate 26 from Volume 1 of 'Travels in the Interior of North America'",wikiart,3151468.0,3128.0,3722.0,genre painting,1843,Karl Bodmer
Realism,18398.jpg,train_and_test,True,The cobbler by the window,wikiart,7087891.0,3738.0,3114.0,genre painting,1882,Ferdinand Hodler
Romanticism,9158.jpg,train_and_test,True,"Abdih- Hiddisch. A Minatarre Chief, plate 24 from Volume 1 of 'Travels in the Interior of North America'",wikiart,2889280.0,4080.0,2848.0,portrait,1834,Karl Bodmer
Romanticism,57699.jpg,test_only,False,John Wycliffe reading his translation of the Bible to John of Gaunt,wikiart,7241784.0,2988.0,3888.0,religious painting,1847,Ford Madox Brown
Realism,22266.jpg,train_and_test,False,On the banks of the Manzanares,wikiart,9603038.0,2784.0,4164.0,landscape,1878,Ferdinand Hodler
Romanticism,82140.jpg,train_and_test,True,The Black Sea,wikiart,4162857.0,2870.0,4000.0,marina,,Ivan Aivazovsky
Romanticism,50272.jpg,train_and_test,True,Galician gypsies,wikiart,7321431.0,2844.0,4026.0,genre painting,1839,Rudolf von Alt
Romanticism,13889.jpg,train_and_test,True,Self portrait at the age of 35 ,wikiart,7068510.0,3809.0,3000.0,self-portrait,1828,Ferdinand Georg Waldmüller
Realism,28179.jpg,train_and_test,True,Tu te Brules a la Chandelle ,wikiart,1950459.0,3937.0,2888.0,illustration,1900.0,Theophile Steinlen
Romanticism,2918.jpg,train_and_test,True,"A Blackfoot Indian on Horseback, plate 19 from Volume 1 of 'Travels in the Interior of North America'",wikiart,1934412.0,3016.0,3762.0,genre painting,1843,Karl Bodmer
Romanticism,56135.jpg,train_and_test,False,Nude Maja,wikiart,2516275.0,2396.0,4724.0,nude painting (nu),1800,Francisco Goya
Romanticism,44287.jpg,train_and_test,False,View of Salzburg,wikiart,6016171.0,3018.0,3750.0,cityscape,1831,Rudolf von Alt
Romanticism,28187.jpg,train_and_test,True,"A Skin Lodge of an Assiniboin Chief, plate 16 from Volume 1 of 'Travels in the Interior of North America'",wikiart,1812575.0,3024.0,3738.0,genre painting,1843,Karl Bodmer
Romanticism,74753.jpg,train_and_test,True,Winter village of the Minatarres,wikiart,2976693.0,3072.0,3658.0,landscape,1843,Karl Bodmer
Romanticism,1658.jpg,train_and_test,True,Alyonushka,wikiart,4587554.0,4000.0,2808.0,literary painting,1881.0,Viktor Vasnetsov
Romanticism,5438.jpg,train_and_test,False,"Mándeh Páhchu, a Young Mandan Indian, plate 24 from Volume 1 of 'Travels in the Interior of North America'",wikiart,2678726.0,3794.0,2960.0,portrait,1843,Karl Bodmer
Romanticism,71143.jpg,train_and_test,False,The Clothed Maja,wikiart,2369286.0,2375.0,4724.0,portrait,1800,Francisco Goya
Impressionism,19464.jpg,train_and_test,True,Floral still life,wikiart,5567342.0,3240.0,3444.0,still life,c.1924,Paul Signac
Impressionism,3016.jpg,train_and_test,True,Ambroise Vollard Portrait,wikiart,5338594.0,3988.0,2795.0,portrait,,Pierre-Auguste Renoir
Realism,78766.jpg,train_and_test,True,Wildflowers,wikiart,7149550.0,3876.0,2874.0,flower painting,c.1906,Odilon Redon
Romanticism,55154.jpg,train_and_test,True,"Horse Racing of Sioux Indians near Fort Pierre, plate 30 from Volume 1 of 'Travels in the Interior of North America'",wikiart,2750067.0,2960.0,3762.0,genre painting,1843,Karl Bodmer
Realism,62530.jpg,train_and_test,True,Ships and Sailboats on the Delaware ,wikiart,7603508.0,2548.0,4353.0,landscape,1874,Thomas Eakins
Impressionism,56641.jpg,train_and_test,True,Sunlight Effect under the Poplars,wikiart,1825788.0,2968.0,3698.0,landscape,1887,Claude Monet
Realism,64311.jpg,train_and_test,True,Portrait of Adam S. Bare  ,wikiart,8078622.0,3637.0,3000.0,portrait,1903,Thomas Eakins
Romanticism,44166.jpg,train_and_test,True,Charlet in Hilterfingen,wikiart,7485178.0,2832.0,3846.0,landscape,1871,Ferdinand Hodler
Impressionism,3632.jpg,train_and_test,True,"New York, Late Afternoon, Winter",wikiart,7014011.0,4039.0,2693.0,cityscape,1900,Childe Hassam
Romanticism,10590.jpg,train_and_test,True,Self-portrait as a young man,wikiart,4485212.0,4036.0,2692.0,self-portrait,1800,Caspar David Friedrich
Romanticism,67530.jpg,train_and_test,True,"Tombs of Assiniboin Indians on Trees, plate 30 from volume 1 of `Travels in the Interior of North America'",wikiart,3396324.0,3578.0,3016.0,landscape,1832,Karl Bodmer
Impressionism,6282.jpg,train_and_test,False,Boats in a port,wikiart,3237554.0,2688.0,4000.0,marina,,Konstantinos Volanakis
Romanticism,23375.jpg,train_and_test,True,"Ischohä Kakoschochatä Dance of the Mandan Indians, plate 25 from Volume 2 of 'Travels in the Interior of North America'",wikiart,2447260.0,2856.0,3746.0,genre painting,1843,Karl Bodmer
Impressionism,52850.jpg,train_and_test,True,"Rouen Cathedral, the Portal, Morning Effect",wikiart,3354401.0,4000.0,2674.0,cityscape,1894,Claude Monet
Realism,90288.jpg,train_and_test,True,Ville d'Avray,wikiart,4928848.0,2683.0,3978.0,landscape,1873,Camille Corot
Realism,38869.jpg,train_and_test,True,Landscape ,wikiart,4292218.0,2672.0,3992.0,landscape,1884,Thomas Eakins
Impressionism,36350.jpg,train_and_test,True,The netmender,wikiart,6651628.0,3786.0,2802.0,genre painting,c.1883,Ferdinand Hodler
Romanticism,39893.jpg,train_and_test,True,The tomb of Emperor Frederick III in the Stephansdom in Vienna,wikiart,7317258.0,2502.0,4224.0,cityscape,1895,Rudolf von Alt
Impressionism,97356.jpg,train_and_test,True,The Allee du Champ de Foire at Argenteuil,wikiart,1209689.0,2934.0,3600.0,landscape,1874,Claude Monet
Realism,94550.jpg,train_and_test,True,Spring Breeze,wikiart,704722.0,4000.0,2637.0,nude painting (nu),1895,William-Adolphe Bouguereau
Realism,9125.jpg,train_and_test,True,A Negress ,wikiart,1294670.0,3515.0,3000.0,portrait,,Thomas Eakins
Impressionism,92192.jpg,train_and_test,True,Repetition of the Dance (detail),wikiart,2485066.0,3452.0,3052.0,genre painting,1877,Edgar Degas
Romanticism,74871.jpg,train_and_test,True,American Shipping off the Rock of Gibraltar,wikiart,2058611.0,2960.0,3543.0,marina,1873,Ivan Aivazovsky
Romanticism,25815.jpg,train_and_test,False,View of Salzburg,wikiart,7131423.0,2478.0,4230.0,cityscape,1897,Rudolf von Alt
Realism,92742.jpg,train_and_test,True,Parade Acrobats,wikiart,2573721.0,2833.0,3697.0,genre painting,,Honore Daumier
Romanticism,100555.jpg,train_and_test,False,The Laboratory,wikiart,2197680.0,2909.0,3599.0,genre painting,1849,Dante Gabriel Rossetti
Realism,77251.jpg,train_and_test,False,Surging through the seas,wikiart,1455938.0,2874.0,3633.0,marina,,Konstantinos Volanakis
Romanticism,90330.jpg,train_only,True,Stormy sea with ship wreck,wikiart,2235276.0,2774.0,3754.0,marina,1857.0,Marcus Larson
