new_filename,style
11028.jpg,Realism
51172.jpg,Romanticism
80010.jpg,Realism
1010.jpg,Realism
102780.jpg,Romanticism
54559.jpg,Romanticism
35513.jpg,Romanticism
83078.jpg,Romanticism
52388.jpg,Romanticism
32153.jpg,Realism
63949.jpg,Realism
11228.jpg,Realism
100257.jpg,Romanticism
25088.jpg,Impressionism
30359.jpg,Romanticism
96357.jpg,Impressionism
4865.jpg,Impressionism
45651.jpg,Realism
27944.jpg,Impressionism
85713.jpg,Impressionism
75174.jpg,Impressionism
85337.jpg,Impressionism
13515.jpg,Romanticism
70117.jpg,Impressionism
8293.jpg,Romanticism
51077.jpg,Impressionism
14313.jpg,Realism
27026.jpg,Impressionism
29095.jpg,Romanticism
17440.jpg,Impressionism
98103.jpg,Impressionism
81396.jpg,Romanticism
19644.jpg,Impressionism
64907.jpg,Impressionism
61041.jpg,Impressionism
3342.jpg,Realism
30522.jpg,Romanticism
15656.jpg,Realism
69260.jpg,Impressionism
94078.jpg,Romanticism
96730.jpg,Impressionism
46469.jpg,Impressionism
86992.jpg,Romanticism
26390.jpg,Romanticism
72122.jpg,Realism
36444.jpg,Realism
53653.jpg,Romanticism
70336.jpg,Romanticism
59262.jpg,Romanticism
17337.jpg,Realism
57481.jpg,Impressionism
35171.jpg,Romanticism
58105.jpg,Impressionism
101979.jpg,Impressionism
59064.jpg,Romanticism
61621.jpg,Romanticism
18730.jpg,Impressionism
22403.jpg,Romanticism
32462.jpg,Realism
78041.jpg,Realism
43943.jpg,Impressionism
6033.jpg,Romanticism
74287.jpg,Realism
65796.jpg,Realism
65811.jpg,Realism
83201.jpg,Impressionism
61801.jpg,Impressionism
77633.jpg,Realism
90605.jpg,Realism
55200.jpg,Realism
5699.jpg,Impressionism
63197.jpg,Romanticism
67300.jpg,Realism
5779.jpg,Romanticism
85838.jpg,Romanticism
67556.jpg,Realism
60688.jpg,Impressionism
22559.jpg,Realism
94170.jpg,Impressionism
26909.jpg,Romanticism
21813.jpg,Impressionism
43862.jpg,Impressionism
66801.jpg,Realism
46982.jpg,Realism
100962.jpg,Romanticism
38318.jpg,Realism
4352.jpg,Romanticism
75781.jpg,Impressionism
1352.jpg,Romanticism
74253.jpg,Romanticism
81619.jpg,Romanticism
34872.jpg,Impressionism
81293.jpg,Impressionism
75474.jpg,Realism
84614.jpg,Romanticism
75010.jpg,Romanticism
81397.jpg,Impressionism
9329.jpg,Impressionism
86237.jpg,Impressionism
18116.jpg,Impressionism
83626.jpg,Romanticism
69812.jpg,Realism
20831.jpg,Romanticism
29003.jpg,Impressionism
90409.jpg,Impressionism
48823.jpg,Romanticism
17846.jpg,Romanticism
5302.jpg,Romanticism
25613.jpg,Romanticism
22358.jpg,Realism
24981.jpg,Impressionism
15904.jpg,Impressionism
66582.jpg,Realism
83248.jpg,Romanticism
61582.jpg,Romanticism
804.jpg,Impressionism
13507.jpg,Romanticism
67375.jpg,Romanticism
1059.jpg,Realism
41830.jpg,Realism
8936.jpg,Impressionism
47021.jpg,Romanticism
50899.jpg,Romanticism
7971.jpg,Realism
11285.jpg,Romanticism
58358.jpg,Impressionism
27782.jpg,Realism
33134.jpg,Romanticism
25869.jpg,Impressionism
48187.jpg,Romanticism
14311.jpg,Realism
23010.jpg,Impressionism
32147.jpg,Impressionism
36706.jpg,Realism
27109.jpg,Romanticism
49228.jpg,Romanticism
77223.jpg,Realism
53246.jpg,Impressionism
83295.jpg,Romanticism
81209.jpg,Realism
72497.jpg,Romanticism
99003.jpg,Romanticism
57661.jpg,Impressionism
17811.jpg,Romanticism
25383.jpg,Impressionism
28807.jpg,Impressionism
87450.jpg,Romanticism
78544.jpg,Romanticism
41579.jpg,Realism
40970.jpg,Romanticism
23249.jpg,Impressionism
5223.jpg,Romanticism
35426.jpg,Romanticism
55582.jpg,Romanticism
94322.jpg,Realism
15333.jpg,Romanticism
7866.jpg,Realism
102001.jpg,Romanticism
92070.jpg,Impressionism
52197.jpg,Impressionism
38323.jpg,Romanticism
60362.jpg,Impressionism
76406.jpg,Romanticism
60131.jpg,Impressionism
47432.jpg,Realism
10279.jpg,Realism
99191.jpg,Impressionism
57591.jpg,Romanticism
33058.jpg,Impressionism
84843.jpg,Romanticism
95955.jpg,Impressionism
70196.jpg,Realism
40396.jpg,Realism
4002.jpg,Impressionism
75116.jpg,Impressionism
69194.jpg,Romanticism
41703.jpg,Realism
46575.jpg,Romanticism
9833.jpg,Romanticism
37490.jpg,Romanticism
623.jpg,Romanticism
67988.jpg,Impressionism
13218.jpg,Romanticism
50436.jpg,Realism
56853.jpg,Realism
73840.jpg,Impressionism
67497.jpg,Realism
507.jpg,Realism
20380.jpg,Realism
2168.jpg,Realism
70726.jpg,Realism
77218.jpg,Realism
44402.jpg,Romanticism
31803.jpg,Impressionism
89877.jpg,Romanticism
35008.jpg,Impressionism
75462.jpg,Impressionism
34825.jpg,Romanticism
102564.jpg,Realism
51240.jpg,Realism
88559.jpg,Impressionism
100211.jpg,Impressionism
19943.jpg,Realism
82191.jpg,Romanticism
70935.jpg,Romanticism
99070.jpg,Romanticism
74590.jpg,Realism
66972.jpg,Realism
36394.jpg,Realism
36894.jpg,Impressionism
37040.jpg,Romanticism
35427.jpg,Impressionism
73946.jpg,Romanticism
70979.jpg,Romanticism
25487.jpg,Romanticism
37140.jpg,Impressionism
67949.jpg,Realism
73993.jpg,Impressionism
11480.jpg,Romanticism
77246.jpg,Romanticism
61766.jpg,Romanticism
37208.jpg,Realism
28695.jpg,Realism
15032.jpg,Romanticism
76116.jpg,Romanticism
